File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A2_061_LST_Day_1km_doy2020329000000_aid0001,LST_Day_1km,aid0001,2020-11-24,5523.0,293.34,309.38,"(293.34,309.38)",301.7286366,1.7345252,3.0085777,302.62,304.9,301.92,298.82,301.1
MOD11A2_061_LST_Day_1km_doy2020337000000_aid0001,LST_Day_1km,aid0001,2020-12-02,6231.0,269.36,309.46,"(269.36,309.46)",300.4751533,2.5216941,6.3589409,301.92,306.04,300.64,294.92,299.12
MOD11A2_061_LST_Day_1km_doy2020345000000_aid0001,LST_Day_1km,aid0001,2020-12-10,6429.0,291.98,308.94,"(291.98,308.94)",300.8842775,1.6754043,2.8069797,301.62,304.04,300.86,297.58,300.0
MOD11A2_061_LST_Day_1km_doy2020353000000_aid0001,LST_Day_1km,aid0001,2020-12-18,7224.0,293.22,309.56,"(293.22,309.56)",300.7408084,1.8410398,3.3894276,301.92,305.46,300.68,296.02,299.56
MOD11A2_061_LST_Day_1km_doy2020361000000_aid0001,LST_Day_1km,aid0001,2020-12-26,7162.0,288.34,308.18,"(288.34,308.18)",298.4583692,1.8126614,3.2857413,299.44,302.52,298.36,294.3,297.38
MOD11A2_061_LST_Day_1km_doy2021001000000_aid0001,LST_Day_1km,aid0001,2021-01-01,3646.0,291.5,306.76,"(291.5,306.76)",299.794893,1.3874145,1.9249191,300.72,303.4,299.94,296.12,298.88
MOD11A2_061_LST_Day_1km_doy2021009000000_aid0001,LST_Day_1km,aid0001,2021-01-09,6128.0,285.8,306.52,"(285.8,306.52)",299.9520725,1.822966,3.323205,300.92,303.64,299.98,296.38,299.1
MOD11A2_061_LST_Day_1km_doy2021017000000_aid0001,LST_Day_1km,aid0001,2021-01-17,7462.0,293.68,305.34,"(293.68,305.34)",299.9773224,1.5505043,2.4040636,301.08,304.4,299.88,295.62,298.86
MOD11A2_061_LST_Day_1km_doy2021025000000_aid0001,LST_Day_1km,aid0001,2021-01-25,4497.0,288.12,307.08,"(288.12,307.08)",299.5648121,2.4896219,6.1982173,301.28,306.08,299.3,293.24,298.06
MOD11A2_061_LST_Day_1km_doy2021033000000_aid0001,LST_Day_1km,aid0001,2021-02-02,5986.0,289.14,307.7,"(289.14,307.7)",300.3150184,1.9098836,3.6476554,301.5,305.04,300.16,295.6,299.14
MOD11A2_061_LST_Day_1km_doy2021041000000_aid0001,LST_Day_1km,aid0001,2021-02-10,4116.0,289.78,311.56,"(289.78,311.56)",301.4496939,3.0047165,9.0283211,303.625,309.98,301.12,292.7,299.215
MOD11A2_061_LST_Day_1km_doy2021049000000_aid0001,LST_Day_1km,aid0001,2021-02-18,6863.0,294.02,306.74,"(294.02,306.74)",300.6547865,2.3321077,5.4387264,302.6,306.74,300.58,294.02,298.52
MOD11A2_061_LST_Day_1km_doy2021057000000_aid0001,LST_Day_1km,aid0001,2021-02-26,4817.0,283.88,309.48,"(283.88,309.48)",300.8345319,2.493812,6.2190984,302.3,307.04,300.68,294.4,299.14
MOD11A2_061_LST_Day_1km_doy2021065000000_aid0001,LST_Day_1km,aid0001,2021-03-06,5287.0,293.38,312.18,"(293.38,312.18)",303.9349537,2.6721191,7.1402206,305.68,310.72,303.64,297.28,302.32
MOD11A2_061_LST_Day_1km_doy2021073000000_aid0001,LST_Day_1km,aid0001,2021-03-14,334.0,295.84,302.38,"(295.84,302.38)",299.7340719,1.0787161,1.1636283,300.555,302.38,299.83,296.74,299.02
MOD11A2_061_LST_Day_1km_doy2021081000000_aid0001,LST_Day_1km,aid0001,2021-03-22,4923.0,292.72,307.06,"(292.72,307.06)",299.9094983,1.7668894,3.121898,300.9,303.92,300.02,295.86,298.88
MOD11A2_061_LST_Day_1km_doy2021089000000_aid0001,LST_Day_1km,aid0001,2021-03-30,5402.0,293.34,310.0,"(293.34,310.0)",301.5693262,2.8739169,8.2593982,303.24,308.42,301.46,294.6,299.78
MOD11A2_061_LST_Day_1km_doy2021097000000_aid0001,LST_Day_1km,aid0001,2021-04-07,2992.0,300.7,313.42,"(300.7,313.42)",304.2428944,1.6622181,2.762969,304.64,306.58,303.96,301.34,303.32
MOD11A2_061_LST_Day_1km_doy2021105000000_aid0001,LST_Day_1km,aid0001,2021-04-15,3047.0,296.2,310.88,"(296.2,310.88)",303.0559764,1.7573733,3.088361,303.84,306.72,302.94,299.04,301.92
MOD11A2_061_LST_Day_1km_doy2021113000000_aid0001,LST_Day_1km,aid0001,2021-04-23,808.0,295.68,309.62,"(295.68,309.62)",302.397401,1.8233721,3.3246858,303.08,305.26,302.24,299.58,301.58
MOD11A2_061_LST_Day_1km_doy2021121000000_aid0001,LST_Day_1km,aid0001,2021-05-01,337.0,297.42,306.64,"(297.42,306.64)",301.3468843,1.7378557,3.0201425,302.94,306.64,300.86,297.42,300.06
MOD11A2_061_LST_Day_1km_doy2021129000000_aid0001,LST_Day_1km,aid0001,2021-05-09,3906.0,289.88,312.34,"(289.88,312.34)",302.4615207,2.1775653,4.7417907,303.66,307.48,302.48,297.4,301.105
MOD11A2_061_LST_Day_1km_doy2021137000000_aid0001,LST_Day_1km,aid0001,2021-05-17,5860.0,294.1,312.1,"(294.1,312.1)",302.392785,1.597994,2.5535847,303.36,306.3,302.44,298.46,301.4
MOD11A2_061_LST_Day_1km_doy2021145000000_aid0001,LST_Day_1km,aid0001,2021-05-25,169.0,283.54,302.36,"(283.54,302.36)",298.6836686,3.3789257,11.4171392,301.38,302.36,299.32,293.86,296.48
MOD11A2_061_LST_Day_1km_doy2021153000000_aid0001,LST_Day_1km,aid0001,2021-06-02,7233.0,293.5,311.5,"(293.5,311.5)",303.2138946,1.9321541,3.7332193,304.3,307.42,303.2,299.12,302.22
MOD11A2_061_LST_Day_1km_doy2021161000000_aid0001,LST_Day_1km,aid0001,2021-06-10,2467.0,286.54,302.52,"(286.54,302.52)",298.9597811,1.6117251,2.5976578,299.85,302.2,299.16,295.96,298.28
MOD11A2_061_LST_Day_1km_doy2021169000000_aid0001,LST_Day_1km,aid0001,2021-06-18,2808.0,277.38,308.1,"(277.38,308.1)",301.0369516,2.0409334,4.1654092,302.08,304.84,301.2,297.46,300.22
MOD11A2_061_LST_Day_1km_doy2021177000000_aid0001,LST_Day_1km,aid0001,2021-06-26,4538.0,283.26,309.28,"(283.26,309.28)",299.8083473,2.4300838,5.9053071,301.08,304.46,300.1,295.44,298.82
MOD11A2_061_LST_Day_1km_doy2021185000000_aid0001,LST_Day_1km,aid0001,2021-07-04,462.0,277.82,301.46,"(277.82,301.46)",297.2624675,2.9429599,8.661013,298.995,301.46,297.94,292.12,296.24
MOD11A2_061_LST_Day_1km_doy2021193000000_aid0001,LST_Day_1km,aid0001,2021-07-12,374.0,286.92,307.26,"(286.92,307.26)",298.8309626,3.0517625,9.3132542,300.34,304.24,299.09,293.4,297.56
MOD11A2_061_LST_Day_1km_doy2021201000000_aid0001,LST_Day_1km,aid0001,2021-07-20,2798.0,293.58,307.98,"(293.58,307.98)",300.2538385,1.6934621,2.8678139,301.06,303.58,300.32,296.86,299.38
MOD11A2_061_LST_Day_1km_doy2021209000000_aid0001,LST_Day_1km,aid0001,2021-07-28,2449.0,277.86,309.64,"(277.86,309.64)",299.0534014,2.891816,8.3625995,300.66,304.46,299.46,294.34,298.12
MOD11A2_061_LST_Day_1km_doy2021217000000_aid0001,LST_Day_1km,aid0001,2021-08-05,324.0,296.28,303.1,"(296.28,303.1)",299.7994444,1.0449979,1.0920207,300.42,302.0,299.8,297.34,299.12
MOD11A2_061_LST_Day_1km_doy2021225000000_aid0001,LST_Day_1km,aid0001,2021-08-13,2858.0,292.1,310.52,"(292.1,310.52)",301.2573338,2.1130873,4.4651379,302.22,305.38,301.2,296.94,300.1
MOD11A2_061_LST_Day_1km_doy2021233000000_aid0001,LST_Day_1km,aid0001,2021-08-21,1847.0,294.76,308.98,"(294.76,308.98)",300.8793395,1.7831605,3.1796615,301.75,304.42,300.88,297.2,299.93
MOD11A2_061_LST_Day_1km_doy2021241000000_aid0001,LST_Day_1km,aid0001,2021-08-29,914.0,279.92,303.72,"(279.92,303.72)",300.6098468,1.9473178,3.7920466,301.84,303.72,300.98,296.66,299.765
MOD11A2_061_LST_Day_1km_doy2021249000000_aid0001,LST_Day_1km,aid0001,2021-09-06,3742.0,293.68,311.12,"(293.68,311.12)",300.9898022,1.7639343,3.1114642,301.74,304.46,300.74,297.52,299.92
MOD11A2_061_LST_Day_1km_doy2021257000000_aid0001,LST_Day_1km,aid0001,2021-09-14,388.0,288.68,303.62,"(288.68,303.62)",300.8525258,2.1133759,4.4663575,302.135,303.62,301.22,298.3,300.235
MOD11A2_061_LST_Day_1km_doy2021273000000_aid0001,LST_Day_1km,aid0001,2021-09-30,1732.0,294.94,305.44,"(294.94,305.44)",300.299746,1.5175834,2.3030595,301.24,304.0,300.43,296.56,299.36
MOD11A2_061_LST_Day_1km_doy2021281000000_aid0001,LST_Day_1km,aid0001,2021-10-08,3723.0,292.5,306.36,"(292.5,306.36)",301.4856943,1.6908102,2.8588392,302.56,305.54,301.66,297.56,300.56
MOD11A2_061_LST_Day_1km_doy2021289000000_aid0001,LST_Day_1km,aid0001,2021-10-16,1497.0,287.34,306.26,"(287.34,306.26)",299.9532131,3.1308988,9.8025271,302.18,306.26,300.24,292.22,298.08
MOD11A2_061_LST_Day_1km_doy2021297000000_aid0001,LST_Day_1km,aid0001,2021-10-24,1437.0,294.36,305.32,"(294.36,305.32)",301.4499235,1.5380525,2.3656054,302.34,304.62,301.58,298.54,300.82
MOD11A2_061_LST_Day_1km_doy2021305000000_aid0001,LST_Day_1km,aid0001,2021-11-01,1077.0,283.82,306.78,"(283.82,306.78)",299.1218942,2.5947223,6.732584,300.64,305.22,298.62,293.44,297.58
MOD11A2_061_LST_Day_1km_doy2021313000000_aid0001,LST_Day_1km,aid0001,2021-11-09,3022.0,294.52,307.84,"(294.52,307.84)",300.3626274,1.626968,2.6470249,301.34,304.3,300.52,296.2,299.28
MOD11A2_061_LST_Day_1km_doy2021321000000_aid0001,LST_Day_1km,aid0001,2021-11-17,6535.0,286.36,309.88,"(286.36,309.88)",300.6881806,2.1038823,4.4263209,301.98,305.84,300.68,295.54,299.4
MOD11A2_061_LST_Day_1km_doy2021329000000_aid0001,LST_Day_1km,aid0001,2021-11-25,6168.0,290.76,308.64,"(290.76,308.64)",300.535775,1.6743399,2.803414,301.52,304.34,300.54,296.82,299.635
MOD11A2_061_LST_Day_1km_doy2021337000000_aid0001,LST_Day_1km,aid0001,2021-12-03,7713.0,295.2,309.36,"(295.2,309.36)",300.8201763,1.1049533,1.2209217,301.4,303.22,300.72,298.36,300.18
MOD11A2_061_LST_Day_1km_doy2021345000000_aid0001,LST_Day_1km,aid0001,2021-12-11,7239.0,293.1,307.82,"(293.1,307.82)",299.7551844,1.8176981,3.3040265,300.7,303.58,299.7,295.9,298.78
MOD11A2_061_LST_Day_1km_doy2021353000000_aid0001,LST_Day_1km,aid0001,2021-12-19,7744.0,289.28,307.36,"(289.28,307.36)",299.7446152,1.6857314,2.8416904,300.54,303.36,299.6,296.1,298.66
MOD11A2_061_LST_Day_1km_doy2021361000000_aid0001,LST_Day_1km,aid0001,2021-12-27,7227.0,295.52,309.64,"(295.52,309.64)",301.918453,1.5963407,2.5483037,302.84,305.8,301.88,297.9,300.86
MOD11A2_061_LST_Day_1km_doy2022001000000_aid0001,LST_Day_1km,aid0001,2022-01-01,7740.0,295.6,311.0,"(295.6,311.0)",301.7923747,2.3008378,5.2938546,303.4,308.54,301.44,295.6,299.94
MOD11A2_061_LST_Day_1km_doy2022009000000_aid0001,LST_Day_1km,aid0001,2022-01-09,4893.0,293.18,305.6,"(293.18,305.6)",299.8601308,1.2261714,1.5034962,300.64,302.74,300.0,297.14,299.24
MOD11A2_061_LST_Day_1km_doy2022017000000_aid0001,LST_Day_1km,aid0001,2022-01-17,7745.0,290.7,305.94,"(290.7,305.94)",298.8970562,1.7371432,3.0176665,299.94,303.3,298.64,294.34,297.7
MOD11A2_061_LST_Day_1km_doy2022025000000_aid0001,LST_Day_1km,aid0001,2022-01-25,7751.0,293.86,306.28,"(293.86,306.28)",299.8925558,1.7383356,3.0218107,301.18,305.24,299.8,294.98,298.46
MOD11A2_061_LST_Day_1km_doy2022033000000_aid0001,LST_Day_1km,aid0001,2022-02-02,7649.0,293.8,306.02,"(293.8,306.02)",299.74604,1.8756709,3.5181413,301.2,305.64,299.86,293.8,298.16
MOD11A2_061_LST_Day_1km_doy2022041000000_aid0001,LST_Day_1km,aid0001,2022-02-10,7614.0,293.0,310.46,"(293.0,310.46)",302.1866588,2.642632,6.9835037,304.24,310.46,302.28,293.92,300.08
MOD11A2_061_LST_Day_1km_doy2022049000000_aid0001,LST_Day_1km,aid0001,2022-02-18,7034.0,293.24,308.32,"(293.24,308.32)",301.0276571,2.1737333,4.7251165,302.56,307.06,301.1,295.04,299.54
MOD11A2_061_LST_Day_1km_doy2022057000000_aid0001,LST_Day_1km,aid0001,2022-02-26,5836.0,293.16,309.8,"(293.16,309.8)",302.275329,2.6231604,6.8809704,304.12,309.04,302.14,295.58,300.7
MOD11A2_061_LST_Day_1km_doy2022065000000_aid0001,LST_Day_1km,aid0001,2022-03-06,861.0,296.28,306.8,"(296.28,306.8)",301.011777,1.4795247,2.1889935,301.44,303.3,300.82,298.34,300.2
MOD11A2_061_LST_Day_1km_doy2022081000000_aid0001,LST_Day_1km,aid0001,2022-03-22,2884.0,293.5,308.32,"(293.5,308.32)",300.2964563,2.6520098,7.0331562,302.02,307.3,299.92,293.5,298.46
MOD11A2_061_LST_Day_1km_doy2022089000000_aid0001,LST_Day_1km,aid0001,2022-03-30,4773.0,293.28,309.36,"(293.28,309.36)",301.7271402,2.4171055,5.8423991,303.58,308.9,301.34,294.86,299.98
MOD11A2_061_LST_Day_1km_doy2022097000000_aid0001,LST_Day_1km,aid0001,2022-04-07,931.0,295.48,309.56,"(295.48,309.56)",302.1305693,1.9505734,3.8047364,303.12,306.06,302.1,298.18,301.14
MOD11A2_061_LST_Day_1km_doy2022105000000_aid0001,LST_Day_1km,aid0001,2022-04-15,4077.0,292.68,314.32,"(292.68,314.32)",303.6138484,2.5050948,6.2755001,304.48,307.78,303.42,298.94,302.26
MOD11A2_061_LST_Day_1km_doy2022113000000_aid0001,LST_Day_1km,aid0001,2022-04-23,949.0,295.86,304.18,"(295.86,304.18)",300.5456902,1.3423197,1.8018222,301.48,303.88,300.6,297.26,299.78
MOD11A2_061_LST_Day_1km_doy2022121000000_aid0001,LST_Day_1km,aid0001,2022-05-01,66.0,295.02,296.94,"(295.02,296.94)",295.8869697,0.5827988,0.3396545,296.24,296.94,295.86,295.02,295.28
MOD11A2_061_LST_Day_1km_doy2022129000000_aid0001,LST_Day_1km,aid0001,2022-05-09,3308.0,295.82,313.1,"(295.82,313.1)",303.1711185,2.6031867,6.776581,303.94,307.44,302.8,298.16,301.595
MOD11A2_061_LST_Day_1km_doy2022137000000_aid0001,LST_Day_1km,aid0001,2022-05-17,1679.0,290.26,309.98,"(290.26,309.98)",301.2036331,1.7159012,2.9443168,302.16,304.62,301.46,297.66,300.36
MOD11A2_061_LST_Day_1km_doy2022145000000_aid0001,LST_Day_1km,aid0001,2022-05-25,3770.0,293.64,308.2,"(293.64,308.2)",301.3816446,1.8832678,3.5466978,302.56,305.98,301.48,296.88,300.28
MOD11A2_061_LST_Day_1km_doy2022153000000_aid0001,LST_Day_1km,aid0001,2022-06-02,1335.0,293.4,304.7,"(293.4,304.7)",299.7018427,1.632219,2.6641389,300.81,303.72,299.78,295.36,298.62
MOD11A2_061_LST_Day_1km_doy2022161000000_aid0001,LST_Day_1km,aid0001,2022-06-10,2368.0,292.98,306.96,"(292.98,306.96)",299.809223,1.5386797,2.3675352,300.74,303.52,300.02,296.12,298.855
MOD11A2_061_LST_Day_1km_doy2022169000000_aid0001,LST_Day_1km,aid0001,2022-06-18,1074.0,294.48,302.5,"(294.48,302.5)",299.7615829,1.2499195,1.5622988,300.655,302.5,300.01,296.78,299.1
MOD11A2_061_LST_Day_1km_doy2022177000000_aid0001,LST_Day_1km,aid0001,2022-06-26,152.0,294.4,304.88,"(294.4,304.88)",300.7534211,1.9485336,3.796783,302.38,304.88,300.46,296.96,299.82
MOD11A2_061_LST_Day_1km_doy2022185000000_aid0001,LST_Day_1km,aid0001,2022-07-04,36.0,290.12,295.06,"(290.12,295.06)",292.4983333,1.8937404,3.5862528,293.94,295.06,293.54,290.12,290.58
MOD11A2_061_LST_Day_1km_doy2022193000000_aid0001,LST_Day_1km,aid0001,2022-07-12,3782.0,282.44,304.96,"(282.44,304.96)",298.8100529,2.411882,5.8171746,300.38,304.44,299.02,293.58,297.66
MOD11A2_061_LST_Day_1km_doy2022209000000_aid0001,LST_Day_1km,aid0001,2022-07-28,5192.0,292.92,306.18,"(292.92,306.18)",298.5786055,1.5480834,2.3965623,299.5,302.26,298.54,294.9,297.66
MOD11A2_061_LST_Day_1km_doy2022217000000_aid0001,LST_Day_1km,aid0001,2022-08-05,56.0,282.06,303.7,"(282.06,303.7)",298.2175,7.3115858,53.4592866,301.44,302.38,301.21,300.38,300.61
MOD11A2_061_LST_Day_1km_doy2022225000000_aid0001,LST_Day_1km,aid0001,2022-08-13,792.0,291.86,303.64,"(291.86,303.64)",298.7268182,1.6731912,2.7995687,299.78,302.6,298.72,294.7,297.7
MOD11A2_061_LST_Day_1km_doy2022233000000_aid0001,LST_Day_1km,aid0001,2022-08-21,256.0,296.74,300.22,"(296.74,300.22)",297.7876562,0.6662213,0.4438508,298.14,299.28,297.68,296.74,297.34
MOD11A2_061_LST_Day_1km_doy2022241000000_aid0001,LST_Day_1km,aid0001,2022-08-29,1162.0,294.42,309.84,"(294.42,309.84)",299.8501205,1.9036009,3.6236965,300.92,304.28,299.95,295.3,298.66
