File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A2_061_LST_Day_1km_doy2022249000000_aid0001,LST_Day_1km,aid0001,2022-09-06,1454.0,293.24,307.74,"(293.24,307.74)",300.8883219,1.9115713,3.6541049,301.88,304.68,300.84,297.12,299.965
MOD11A2_061_LST_Day_1km_doy2022257000000_aid0001,LST_Day_1km,aid0001,2022-09-14,393.0,296.02,303.08,"(296.02,303.08)",299.8080916,1.2159251,1.478474,300.64,303.0,299.88,296.8,299.04
MOD11A2_061_LST_Day_1km_doy2022265000000_aid0001,LST_Day_1km,aid0001,2022-09-22,713.0,293.92,311.9,"(293.92,311.9)",303.3444881,3.0563376,9.3411995,304.36,308.84,302.48,297.3,301.34
MOD11A2_061_LST_Day_1km_doy2022273000000_aid0001,LST_Day_1km,aid0001,2022-09-30,118.0,294.88,304.58,"(294.88,304.58)",301.0579661,1.8831751,3.5463484,302.22,304.58,301.22,297.14,300.15
MOD11A2_061_LST_Day_1km_doy2022281000000_aid0001,LST_Day_1km,aid0001,2022-10-08,74.0,305.4,310.3,"(305.4,310.3)",307.5767568,1.2977029,1.6840327,308.44,310.3,307.69,305.4,306.26
MOD11A2_061_LST_Day_1km_doy2022297000000_aid0001,LST_Day_1km,aid0001,2022-10-24,364.0,289.82,302.72,"(289.82,302.72)",298.3183516,2.3960676,5.7411401,299.92,302.72,298.79,294.08,297.5
MOD11A2_061_LST_Day_1km_doy2022305000000_aid0001,LST_Day_1km,aid0001,2022-11-01,758.0,294.4,303.7,"(294.4,303.7)",298.4820053,2.4395067,5.9511928,300.645,303.7,298.44,294.4,296.165
MOD11A2_061_LST_Day_1km_doy2022313000000_aid0001,LST_Day_1km,aid0001,2022-11-09,1155.0,292.48,304.44,"(292.48,304.44)",300.9161905,1.8477945,3.4143446,302.42,304.44,300.84,296.16,299.68
MOD11A2_061_LST_Day_1km_doy2022321000000_aid0001,LST_Day_1km,aid0001,2022-11-17,6535.0,293.08,308.68,"(293.08,308.68)",301.5623321,1.6340194,2.6700194,302.48,305.18,301.58,297.98,300.68
MOD11A2_061_LST_Day_1km_doy2022329000000_aid0001,LST_Day_1km,aid0001,2022-11-25,7071.0,292.9,312.04,"(292.9,312.04)",302.0407156,2.214835,4.9054942,303.56,308.34,302.14,295.64,300.36
MOD11A2_061_LST_Day_1km_doy2022337000000_aid0001,LST_Day_1km,aid0001,2022-12-03,6117.0,293.48,308.04,"(293.48,308.04)",300.7972863,1.7046653,2.9058839,301.76,304.78,300.64,296.72,299.74
MOD11A2_061_LST_Day_1km_doy2022345000000_aid0001,LST_Day_1km,aid0001,2022-12-11,3520.0,290.54,306.48,"(290.54,306.48)",298.9645795,1.819196,3.309474,299.9,302.8,298.9,295.0,297.94
MOD11A2_061_LST_Day_1km_doy2022353000000_aid0001,LST_Day_1km,aid0001,2022-12-19,7739.0,295.52,308.98,"(295.52,308.98)",301.778881,2.1816031,4.759392,303.08,307.6,301.48,296.44,300.06
MOD11A2_061_LST_Day_1km_doy2022361000000_aid0001,LST_Day_1km,aid0001,2022-12-27,7752.0,292.74,311.72,"(292.74,311.72)",301.7416409,1.9964463,3.9857977,303.18,307.76,301.69,296.16,299.9
MOD11A2_061_LST_Day_1km_doy2023001000000_aid0001,LST_Day_1km,aid0001,2023-01-01,7730.0,292.88,307.66,"(292.88,307.66)",300.8842484,1.9418151,3.7706459,302.3,306.8,300.64,295.48,299.3
MOD11A2_061_LST_Day_1km_doy2023009000000_aid0001,LST_Day_1km,aid0001,2023-01-09,7744.0,291.64,308.5,"(291.64,308.5)",301.8425646,2.3419903,5.4849188,303.76,308.5,301.8,295.34,299.74
MOD11A2_061_LST_Day_1km_doy2023017000000_aid0001,LST_Day_1km,aid0001,2023-01-17,3835.0,290.22,306.46,"(290.22,306.46)",299.2873064,2.2057816,4.8654722,300.68,304.98,298.98,293.52,297.8
MOD11A2_061_LST_Day_1km_doy2023025000000_aid0001,LST_Day_1km,aid0001,2023-01-25,7591.0,289.72,311.32,"(289.72,311.32)",302.6810934,2.2129318,4.8970671,304.16,308.6,302.38,296.9,301.2
MOD11A2_061_LST_Day_1km_doy2023033000000_aid0001,LST_Day_1km,aid0001,2023-02-02,6715.0,291.72,310.02,"(291.72,310.02)",301.1211854,2.7732977,7.6911801,303.26,309.34,301.28,292.32,298.8
MOD11A2_061_LST_Day_1km_doy2023041000000_aid0001,LST_Day_1km,aid0001,2023-02-10,7713.0,295.26,306.0,"(295.26,306.0)",301.2976196,1.7123421,2.9321156,302.64,306.0,301.48,295.74,299.8
MOD11A2_061_LST_Day_1km_doy2023049000000_aid0001,LST_Day_1km,aid0001,2023-02-18,6500.0,296.98,304.96,"(296.98,304.96)",300.4285262,1.7196665,2.9572528,301.76,304.96,300.74,296.98,298.64
MOD11A2_061_LST_Day_1km_doy2023057000000_aid0001,LST_Day_1km,aid0001,2023-02-26,4248.0,292.14,310.8,"(292.14,310.8)",303.0065772,2.7116243,7.3529062,304.18,308.52,302.1,296.94,301.28
MOD11A2_061_LST_Day_1km_doy2023065000000_aid0001,LST_Day_1km,aid0001,2023-03-06,6484.0,294.8,311.06,"(294.8,311.06)",301.9921653,2.0188067,4.0755804,303.2,307.14,301.74,296.66,300.56
MOD11A2_061_LST_Day_1km_doy2023073000000_aid0001,LST_Day_1km,aid0001,2023-03-14,7046.0,294.82,311.96,"(294.82,311.96)",303.702197,2.1288492,4.531999,304.94,308.96,303.44,298.24,302.26
MOD11A2_061_LST_Day_1km_doy2023081000000_aid0001,LST_Day_1km,aid0001,2023-03-22,3680.0,286.72,315.94,"(286.72,315.94)",305.9033967,3.5276553,12.4443523,308.2,315.58,305.94,295.94,303.22
MOD11A2_061_LST_Day_1km_doy2023089000000_aid0001,LST_Day_1km,aid0001,2023-03-30,360.0,288.64,302.8,"(288.64,302.8)",298.6348889,2.2915983,5.2514228,299.62,301.48,298.95,296.62,298.36
MOD11A2_061_LST_Day_1km_doy2023097000000_aid0001,LST_Day_1km,aid0001,2023-04-07,6262.0,295.86,310.96,"(295.86,310.96)",302.8144299,2.1043468,4.4282756,303.86,307.62,302.94,297.56,301.34
MOD11A2_061_LST_Day_1km_doy2023105000000_aid0001,LST_Day_1km,aid0001,2023-04-15,2578.0,293.98,307.8,"(293.98,307.8)",300.9252599,1.7079732,2.9171723,301.88,305.0,300.64,296.7,299.8
MOD11A2_061_LST_Day_1km_doy2023113000000_aid0001,LST_Day_1km,aid0001,2023-04-23,143.0,294.56,300.32,"(294.56,300.32)",298.1427972,1.6528739,2.7319922,299.63,300.32,298.32,294.56,297.28
MOD11A2_061_LST_Day_1km_doy2023121000000_aid0001,LST_Day_1km,aid0001,2023-05-01,4555.0,294.42,315.2,"(294.42,315.2)",302.3808123,1.5995134,2.558443,303.2,305.78,302.28,298.94,301.48
MOD11A2_061_LST_Day_1km_doy2023129000000_aid0001,LST_Day_1km,aid0001,2023-05-09,3642.0,293.82,311.3,"(293.82,311.3)",301.7188138,1.8989415,3.6059788,302.6,305.44,301.64,297.9,300.7
MOD11A2_061_LST_Day_1km_doy2023137000000_aid0001,LST_Day_1km,aid0001,2023-05-17,1421.0,287.52,308.42,"(287.52,308.42)",300.819254,2.9017513,8.4201607,303.08,308.42,301.46,293.8,298.82
MOD11A2_061_LST_Day_1km_doy2023145000000_aid0001,LST_Day_1km,aid0001,2023-05-25,608.0,293.8,304.68,"(293.8,304.68)",299.9274342,1.8933773,3.5848776,301.345,304.68,300.28,294.7,298.52
MOD11A2_061_LST_Day_1km_doy2023153000000_aid0001,LST_Day_1km,aid0001,2023-06-02,28.0,300.24,301.72,"(300.24,301.72)",300.8614286,0.4770423,0.2275694,301.285,301.72,300.88,300.24,300.48
MOD11A2_061_LST_Day_1km_doy2023161000000_aid0001,LST_Day_1km,aid0001,2023-06-10,4552.0,290.7,309.1,"(290.7,309.1)",300.7165026,2.1640691,4.6831951,301.8,304.98,300.9,296.5,299.68
MOD11A2_061_LST_Day_1km_doy2023169000000_aid0001,LST_Day_1km,aid0001,2023-06-18,1272.0,294.12,304.02,"(294.12,304.02)",298.2243082,1.3677897,1.8708487,299.145,301.82,298.42,294.82,297.34
MOD11A2_061_LST_Day_1km_doy2023177000000_aid0001,LST_Day_1km,aid0001,2023-06-26,2784.0,287.22,305.6,"(287.22,305.6)",299.4486494,1.6368982,2.6794358,300.42,302.94,299.66,296.26,298.74
MOD11A2_061_LST_Day_1km_doy2023185000000_aid0001,LST_Day_1km,aid0001,2023-07-04,4469.0,295.66,307.58,"(295.66,307.58)",300.2441396,1.5656607,2.4512934,300.8,302.86,300.04,297.36,299.42
MOD11A2_061_LST_Day_1km_doy2023193000000_aid0001,LST_Day_1km,aid0001,2023-07-12,152.0,291.82,300.02,"(291.82,300.02)",297.2392105,1.9102382,3.6490099,298.62,300.02,297.96,293.26,296.28
MOD11A2_061_LST_Day_1km_doy2023201000000_aid0001,LST_Day_1km,aid0001,2023-07-20,84.0,293.46,301.4,"(293.46,301.4)",299.0545238,1.795055,3.2222224,300.38,301.4,299.51,294.98,298.215
MOD11A2_061_LST_Day_1km_doy2023209000000_aid0001,LST_Day_1km,aid0001,2023-07-28,2106.0,294.56,304.88,"(294.56,304.88)",299.1046439,1.1536901,1.3310008,299.92,302.06,299.28,296.28,298.46
MOD11A2_061_LST_Day_1km_doy2023217000000_aid0001,LST_Day_1km,aid0001,2023-08-05,3601.0,294.48,306.72,"(294.48,306.72)",299.8132408,1.6700553,2.7890848,300.74,303.6,299.76,295.94,298.82
MOD11A2_061_LST_Day_1km_doy2023225000000_aid0001,LST_Day_1km,aid0001,2023-08-13,1418.0,293.46,304.26,"(293.46,304.26)",300.149591,1.6188638,2.6207199,301.34,304.26,300.36,296.24,299.28
MOD11A2_061_LST_Day_1km_doy2023233000000_aid0001,LST_Day_1km,aid0001,2023-08-21,1159.0,293.74,306.96,"(293.74,306.96)",299.8030544,2.0812295,4.3315161,301.24,305.14,299.94,294.5,298.54
MOD11A2_061_LST_Day_1km_doy2023249000000_aid0001,LST_Day_1km,aid0001,2023-09-06,1347.0,294.48,310.48,"(294.48,310.48)",301.1911507,2.5504365,6.5047264,301.92,304.84,300.98,297.0,299.94
MOD11A2_061_LST_Day_1km_doy2023257000000_aid0001,LST_Day_1km,aid0001,2023-09-14,785.0,282.76,301.02,"(282.76,301.02)",295.9602038,3.5538639,12.6299485,298.36,301.02,297.18,289.34,294.58
MOD11A2_061_LST_Day_1km_doy2023265000000_aid0001,LST_Day_1km,aid0001,2023-09-22,99.0,297.3,308.06,"(297.3,308.06)",300.8109091,2.1542034,4.6405921,302.05,303.78,300.6,297.3,299.77
MOD11A2_061_LST_Day_1km_doy2023273000000_aid0001,LST_Day_1km,aid0001,2023-09-30,5399.0,286.58,312.04,"(286.58,312.04)",301.7534432,2.4116151,5.8158872,302.86,306.16,301.82,297.36,300.66
MOD11A2_061_LST_Day_1km_doy2023289000000_aid0001,LST_Day_1km,aid0001,2023-10-16,2751.0,283.58,309.48,"(283.58,309.48)",300.0751072,2.1846938,4.772887,301.18,304.08,300.08,296.4,299.24
MOD11A2_061_LST_Day_1km_doy2023297000000_aid0001,LST_Day_1km,aid0001,2023-10-24,1487.0,294.96,305.64,"(294.96,305.64)",300.7004707,1.4140226,1.9994599,301.64,304.02,300.92,297.42,299.94
MOD11A2_061_LST_Day_1km_doy2023305000000_aid0001,LST_Day_1km,aid0001,2023-11-01,5991.0,293.42,310.66,"(293.42,310.66)",301.8944851,1.8456853,3.4065544,302.8,305.64,301.86,298.06,300.9
MOD11A2_061_LST_Day_1km_doy2023313000000_aid0001,LST_Day_1km,aid0001,2023-11-09,268.0,295.66,304.98,"(295.66,304.98)",300.221791,1.8458788,3.4072684,301.56,304.98,299.8,295.66,298.8
MOD11A2_061_LST_Day_1km_doy2023321000000_aid0001,LST_Day_1km,aid0001,2023-11-17,1303.0,283.96,303.14,"(283.96,303.14)",298.5981427,3.3653007,11.3252487,300.94,303.14,299.58,291.74,297.24
MOD11A2_061_LST_Day_1km_doy2023329000000_aid0001,LST_Day_1km,aid0001,2023-11-25,6784.0,288.06,309.1,"(288.06,309.1)",300.2049705,2.0195681,4.0786552,301.34,304.84,300.42,295.5,299.0
MOD11A2_061_LST_Day_1km_doy2023337000000_aid0001,LST_Day_1km,aid0001,2023-12-03,6976.0,291.9,308.76,"(291.9,308.76)",300.1347534,1.8841865,3.5501589,301.3,304.84,300.1,295.4,298.94
MOD11A2_061_LST_Day_1km_doy2023345000000_aid0001,LST_Day_1km,aid0001,2023-12-11,7754.0,296.96,307.1,"(296.96,307.1)",300.7216998,1.3255583,1.7571049,301.42,303.96,300.48,297.68,299.72
MOD11A2_061_LST_Day_1km_doy2023353000000_aid0001,LST_Day_1km,aid0001,2023-12-19,7705.0,290.3,308.24,"(290.3,308.24)",300.6271746,1.7466077,3.0506385,301.76,305.12,300.52,296.16,299.52
MOD11A2_061_LST_Day_1km_doy2023361000000_aid0001,LST_Day_1km,aid0001,2023-12-27,7666.0,294.18,307.42,"(294.18,307.42)",301.7296556,1.6971259,2.8802364,302.94,306.66,301.72,296.66,300.42
MOD11A2_061_LST_Day_1km_doy2024001000000_aid0001,LST_Day_1km,aid0001,2024-01-01,7286.0,293.36,306.96,"(293.36,306.96)",301.0922783,1.6627967,2.7648929,302.16,305.3,301.2,296.84,300.02
MOD11A2_061_LST_Day_1km_doy2024009000000_aid0001,LST_Day_1km,aid0001,2024-01-09,7745.0,289.88,307.62,"(289.88,307.62)",301.8747837,1.5590596,2.4306668,302.78,305.54,301.82,298.18,300.94
MOD11A2_061_LST_Day_1km_doy2024017000000_aid0001,LST_Day_1km,aid0001,2024-01-17,7743.0,296.5,307.48,"(296.5,307.48)",302.726039,1.608056,2.585844,303.9,307.48,302.66,297.98,301.4
MOD11A2_061_LST_Day_1km_doy2024025000000_aid0001,LST_Day_1km,aid0001,2024-01-25,7603.0,296.44,305.92,"(296.44,305.92)",300.6747757,1.6503691,2.7237183,301.98,305.92,300.72,296.44,299.12
MOD11A2_061_LST_Day_1km_doy2024033000000_aid0001,LST_Day_1km,aid0001,2024-02-02,7550.0,295.42,305.86,"(295.42,305.86)",300.5685828,1.7231618,2.9692867,301.82,305.86,300.78,295.42,298.94
MOD11A2_061_LST_Day_1km_doy2024041000000_aid0001,LST_Day_1km,aid0001,2024-02-10,7428.0,280.74,308.32,"(280.74,308.32)",301.3048115,2.0699961,4.2848838,302.82,307.22,301.36,295.54,299.84
MOD11A2_061_LST_Day_1km_doy2024049000000_aid0001,LST_Day_1km,aid0001,2024-02-18,490.0,295.86,303.14,"(295.86,303.14)",299.8656735,1.3576677,1.8432617,300.92,303.14,300.07,295.86,298.725
MOD11A2_061_LST_Day_1km_doy2024057000000_aid0001,LST_Day_1km,aid0001,2024-02-26,123.0,293.6,309.82,"(293.6,309.82)",297.521626,2.9151821,8.4982868,298.64,298.66,297.56,293.6,295.2
MOD11A2_061_LST_Day_1km_doy2024065000000_aid0001,LST_Day_1km,aid0001,2024-03-05,1212.0,291.66,310.48,"(291.66,310.48)",301.4233498,2.5568318,6.5373891,302.08,305.28,300.78,297.12,299.94
MOD11A2_061_LST_Day_1km_doy2024073000000_aid0001,LST_Day_1km,aid0001,2024-03-13,7709.0,298.1,310.2,"(298.1,310.2)",303.8392943,1.9045117,3.6271646,305.22,309.32,303.64,298.44,302.48
MOD11A2_061_LST_Day_1km_doy2024081000000_aid0001,LST_Day_1km,aid0001,2024-03-21,5566.0,295.16,307.96,"(295.16,307.96)",300.9429321,1.758965,3.0939578,302.0,305.48,300.7,296.3,299.68
MOD11A2_061_LST_Day_1km_doy2024089000000_aid0001,LST_Day_1km,aid0001,2024-03-29,38.0,296.76,301.2,"(296.76,301.2)",299.0421053,1.4239884,2.0277429,300.28,301.2,298.85,296.76,297.95
MOD11A2_061_LST_Day_1km_doy2024097000000_aid0001,LST_Day_1km,aid0001,2024-04-06,832.0,294.1,307.54,"(294.1,307.54)",302.1842067,1.4250638,2.0308068,302.88,305.0,302.24,299.38,301.42
MOD11A2_061_LST_Day_1km_doy2024105000000_aid0001,LST_Day_1km,aid0001,2024-04-14,6817.0,289.12,314.96,"(289.12,314.96)",304.3908171,2.3927095,5.7250589,305.82,309.88,304.04,299.04,303.1
MOD11A2_061_LST_Day_1km_doy2024113000000_aid0001,LST_Day_1km,aid0001,2024-04-22,419.0,292.48,302.78,"(292.48,302.78)",298.8458711,1.9682082,3.8738433,300.37,302.78,299.22,294.32,297.63
MOD11A2_061_LST_Day_1km_doy2024121000000_aid0001,LST_Day_1km,aid0001,2024-04-30,760.0,293.54,303.86,"(293.54,303.86)",300.6486579,1.6137359,2.6041435,301.72,303.86,300.9,297.3,299.915
MOD11A2_061_LST_Day_1km_doy2024129000000_aid0001,LST_Day_1km,aid0001,2024-05-08,410.0,288.52,303.98,"(288.52,303.98)",300.3513659,3.0135671,9.0815869,302.5,303.98,301.0,294.16,298.705
MOD11A2_061_LST_Day_1km_doy2024137000000_aid0001,LST_Day_1km,aid0001,2024-05-16,1422.0,292.88,306.18,"(292.88,306.18)",300.0019691,2.1033517,4.4240884,301.5,305.54,300.32,294.7,298.765
MOD11A2_061_LST_Day_1km_doy2024145000000_aid0001,LST_Day_1km,aid0001,2024-05-24,2919.0,296.54,308.18,"(296.54,308.18)",301.7249606,1.4197525,2.0156972,302.46,304.56,301.8,298.96,301.06
MOD11A2_061_LST_Day_1km_doy2024153000000_aid0001,LST_Day_1km,aid0001,2024-06-01,3939.0,284.44,307.08,"(284.44,307.08)",299.886032,1.8455442,3.4060334,300.56,302.26,300.04,297.72,299.42
MOD11A2_061_LST_Day_1km_doy2024161000000_aid0001,LST_Day_1km,aid0001,2024-06-09,2119.0,293.96,305.72,"(293.96,305.72)",300.046437,1.6506685,2.7247065,301.11,304.06,300.18,296.1,299.08
MOD11A2_061_LST_Day_1km_doy2024169000000_aid0001,LST_Day_1km,aid0001,2024-06-17,295.0,287.76,302.88,"(287.76,302.88)",300.2359322,1.8581382,3.4526777,301.68,302.88,300.48,296.58,299.63
MOD11A2_061_LST_Day_1km_doy2024177000000_aid0001,LST_Day_1km,aid0001,2024-06-25,272.0,289.04,301.42,"(289.04,301.42)",299.1438971,2.2687722,5.1473275,300.34,301.42,299.92,297.18,299.055
MOD11A2_061_LST_Day_1km_doy2024185000000_aid0001,LST_Day_1km,aid0001,2024-07-03,343.0,295.76,303.8,"(295.76,303.8)",300.5348688,1.1793843,1.3909474,301.2,302.6,300.78,298.22,299.92
MOD11A2_061_LST_Day_1km_doy2024201000000_aid0001,LST_Day_1km,aid0001,2024-07-19,2578.0,294.22,305.4,"(294.22,305.4)",299.2251358,1.3683611,1.8724121,300.1,302.6,299.36,295.9,298.42
MOD11A2_061_LST_Day_1km_doy2024209000000_aid0001,LST_Day_1km,aid0001,2024-07-27,610.0,294.54,300.36,"(294.54,300.36)",297.9934098,1.1605546,1.3468871,298.8,300.36,298.18,295.5,297.405
MOD11A2_061_LST_Day_1km_doy2024217000000_aid0001,LST_Day_1km,aid0001,2024-08-04,669.0,293.84,302.6,"(293.84,302.6)",298.6109716,1.391952,1.9375304,299.42,301.48,298.66,295.78,297.96
MOD11A2_061_LST_Day_1km_doy2024225000000_aid0001,LST_Day_1km,aid0001,2024-08-12,83.0,294.02,301.54,"(294.02,301.54)",298.2118072,1.697417,2.8812244,299.12,299.94,298.3,296.82,297.8
MOD11A2_061_LST_Day_1km_doy2024233000000_aid0001,LST_Day_1km,aid0001,2024-08-20,931.0,291.06,301.98,"(291.06,301.98)",297.8607734,1.6399734,2.6895126,298.94,301.82,298.24,293.92,296.93
MOD11A2_061_LST_Day_1km_doy2024241000000_aid0001,LST_Day_1km,aid0001,2024-08-28,2175.0,292.12,307.36,"(292.12,307.36)",300.0138575,2.0187866,4.0754992,301.26,304.86,300.22,295.3,298.86
MOD11A2_061_LST_Day_1km_doy2024249000000_aid0001,LST_Day_1km,aid0001,2024-09-05,164.0,294.24,304.48,"(294.24,304.48)",298.4564634,2.5339364,6.4208338,300.18,304.48,299.42,294.24,295.94
MOD11A2_061_LST_Day_1km_doy2024257000000_aid0001,LST_Day_1km,aid0001,2024-09-13,16.0,298.74,300.28,"(298.74,300.28)",299.4925,0.5139492,0.2641437,299.745,300.28,299.5,298.74,299.0
MOD11A2_061_LST_Day_1km_doy2024265000000_aid0001,LST_Day_1km,aid0001,2024-09-21,377.0,281.9,300.8,"(281.9,300.8)",296.6093899,3.0622756,9.377532,298.58,300.8,296.9,293.32,295.76
MOD11A2_061_LST_Day_1km_doy2024273000000_aid0001,LST_Day_1km,aid0001,2024-09-29,46.0,294.92,301.68,"(294.92,301.68)",299.0591304,1.8502031,3.4232514,300.24,301.68,300.04,294.92,297.47
MOD11A2_061_LST_Day_1km_doy2024281000000_aid0001,LST_Day_1km,aid0001,2024-10-07,1175.0,286.08,306.52,"(286.08,306.52)",299.4709106,2.712793,7.3592461,301.16,304.72,300.24,295.16,298.72
MOD11A2_061_LST_Day_1km_doy2024289000000_aid0001,LST_Day_1km,aid0001,2024-10-15,2166.0,296.02,310.08,"(296.02,310.08)",301.3067405,1.8579405,3.4519427,302.36,305.76,301.22,296.58,300.025
MOD11A2_061_LST_Day_1km_doy2024297000000_aid0001,LST_Day_1km,aid0001,2024-10-23,1207.0,293.46,308.02,"(293.46,308.02)",299.9085501,2.0866098,4.3539405,300.92,303.72,299.94,296.02,298.96
MOD11A2_061_LST_Day_1km_doy2024305000000_aid0001,LST_Day_1km,aid0001,2024-10-31,6708.0,292.76,310.04,"(292.76,310.04)",300.3646899,1.6016747,2.5653617,300.98,303.16,300.24,297.34,299.52
MOD11A2_061_LST_Day_1km_doy2024313000000_aid0001,LST_Day_1km,aid0001,2024-11-08,4027.0,294.34,306.82,"(294.34,306.82)",300.6636752,1.6111222,2.5957147,301.52,304.0,300.7,297.38,299.86
MOD11A2_061_LST_Day_1km_doy2024321000000_aid0001,LST_Day_1km,aid0001,2024-11-16,5592.0,286.7,309.38,"(286.7,309.38)",300.2090665,2.0802214,4.3273209,301.52,305.32,300.24,295.18,298.98
MOD11A2_061_LST_Day_1km_doy2024329000000_aid0001,LST_Day_1km,aid0001,2024-11-24,7743.0,291.92,309.3,"(291.92,309.3)",301.0544156,1.7268829,2.9821246,302.04,305.22,300.92,296.74,299.92
MOD11A2_061_LST_Day_1km_doy2024337000000_aid0001,LST_Day_1km,aid0001,2024-12-02,6709.0,282.92,309.26,"(282.92,309.26)",299.9017886,1.8289093,3.3449092,300.92,303.62,300.04,296.44,299.12
MOD11A2_061_LST_Day_1km_doy2024345000000_aid0001,LST_Day_1km,aid0001,2024-12-10,7702.0,290.88,308.14,"(290.88,308.14)",301.3308206,1.690056,2.8562893,302.4,305.74,301.16,296.84,300.16
MOD11A2_061_LST_Day_1km_doy2024353000000_aid0001,LST_Day_1km,aid0001,2024-12-18,7696.0,292.72,307.16,"(292.72,307.16)",299.8304782,1.8708619,3.5001241,301.32,305.64,299.88,294.16,298.22
MOD11A2_061_LST_Day_1km_doy2024361000000_aid0001,LST_Day_1km,aid0001,2024-12-26,4176.0,289.06,307.04,"(289.06,307.04)",300.6619061,1.636724,2.6788655,301.86,305.42,300.5,295.94,299.48
MOD11A2_061_LST_Night_1km_doy2019361000000_aid0001,LST_Night_1km,aid0001,2019-12-27,7745.0,289.82,299.12,"(289.82,299.12)",294.8549852,2.0221618,4.0891384,296.7,299.12,294.7,289.82,293.2
MOD11A2_061_LST_Night_1km_doy2020001000000_aid0001,LST_Night_1km,aid0001,2020-01-01,7723.0,291.36,296.92,"(291.36,296.92)",293.841458,0.9749965,0.9506182,294.62,296.92,293.82,291.36,292.98
MOD11A2_061_LST_Night_1km_doy2020009000000_aid0001,LST_Night_1km,aid0001,2020-01-09,7751.0,294.14,298.54,"(294.14,298.54)",296.5002271,0.821629,0.6750741,297.21,298.54,296.48,294.14,295.76
MOD11A2_061_LST_Night_1km_doy2020017000000_aid0001,LST_Night_1km,aid0001,2020-01-17,7750.0,291.36,297.24,"(291.36,297.24)",294.3513471,1.2094483,1.4627652,295.46,297.24,294.26,291.36,293.28
MOD11A2_061_LST_Night_1km_doy2020025000000_aid0001,LST_Night_1km,aid0001,2020-01-25,7755.0,290.7,298.86,"(290.7,298.86)",294.5362476,1.7797839,3.1676307,296.26,298.86,294.6,290.7,292.88
MOD11A2_061_LST_Night_1km_doy2020033000000_aid0001,LST_Night_1km,aid0001,2020-02-02,7122.0,291.14,299.06,"(291.14,299.06)",294.7668969,1.0681982,1.1410474,295.58,298.06,294.62,291.86,293.92
MOD11A2_061_LST_Night_1km_doy2020041000000_aid0001,LST_Night_1km,aid0001,2020-02-10,7756.0,290.42,297.4,"(290.42,297.4)",294.4054848,0.8665132,0.7508451,295.02,296.98,294.24,292.66,293.7
MOD11A2_061_LST_Night_1km_doy2020049000000_aid0001,LST_Night_1km,aid0001,2020-02-18,7679.0,289.86,298.54,"(289.86,298.54)",295.3492616,0.9631578,0.9276729,296.04,298.1,295.28,292.6,294.66
MOD11A2_061_LST_Night_1km_doy2020057000000_aid0001,LST_Night_1km,aid0001,2020-02-26,7712.0,291.98,298.66,"(291.98,298.66)",295.8277853,0.8496116,0.7218399,296.34,297.72,295.94,294.04,295.42
MOD11A2_061_LST_Night_1km_doy2020065000000_aid0001,LST_Night_1km,aid0001,2020-03-05,6972.0,293.52,301.42,"(293.52,301.42)",297.4442742,0.8183125,0.6696353,297.94,299.42,297.34,295.44,296.94
MOD11A2_061_LST_Night_1km_doy2020073000000_aid0001,LST_Night_1km,aid0001,2020-03-13,7603.0,286.16,298.52,"(286.16,298.52)",296.5531816,0.9333983,0.8712324,297.18,298.52,296.62,294.58,296.14
MOD11A2_061_LST_Night_1km_doy2020081000000_aid0001,LST_Night_1km,aid0001,2020-03-21,3890.0,292.32,300.04,"(292.32,300.04)",296.4332956,0.8851219,0.7834407,296.98,298.54,296.46,294.4,295.94
MOD11A2_061_LST_Night_1km_doy2020089000000_aid0001,LST_Night_1km,aid0001,2020-03-29,7253.0,290.2,299.08,"(290.2,299.08)",296.3218255,0.9847154,0.9696645,297.02,298.94,296.36,293.82,295.74
MOD11A2_061_LST_Night_1km_doy2020097000000_aid0001,LST_Night_1km,aid0001,2020-04-06,2384.0,287.44,300.04,"(287.44,300.04)",296.6220218,1.3232006,1.7508598,297.22,298.78,296.78,294.62,296.18
MOD11A2_061_LST_Night_1km_doy2020105000000_aid0001,LST_Night_1km,aid0001,2020-04-14,3234.0,286.3,300.92,"(286.3,300.92)",294.8493939,1.2201855,1.4888526,295.66,298.0,294.92,291.76,294.08
MOD11A2_061_LST_Night_1km_doy2020113000000_aid0001,LST_Night_1km,aid0001,2020-04-22,6107.0,288.54,296.48,"(288.54,296.48)",293.4396987,1.2034452,1.4482804,294.48,296.48,293.34,289.94,292.66
MOD11A2_061_LST_Night_1km_doy2020121000000_aid0001,LST_Night_1km,aid0001,2020-04-30,3010.0,288.06,299.0,"(288.06,299.0)",295.8749635,1.1859252,1.4064185,296.72,299.0,295.93,292.28,294.94
MOD11A2_061_LST_Night_1km_doy2020129000000_aid0001,LST_Night_1km,aid0001,2020-05-08,5240.0,286.98,301.26,"(286.98,301.26)",297.1839618,1.0857887,1.1789371,297.96,300.24,296.96,294.1,296.4
MOD11A2_061_LST_Night_1km_doy2020137000000_aid0001,LST_Night_1km,aid0001,2020-05-16,37.0,293.66,296.42,"(293.66,296.42)",295.2859459,0.7701718,0.5931646,295.9,296.42,295.44,293.66,294.5
