File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A2_061__1_km_16_days_NDVI_doy2021129000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-05-09,8138.0,-0.1923,0.9855,"(-0.1923,0.9855)",0.5915022,0.2056716,0.0423008,0.7457,0.9855,0.65755,0.0702,0.4752
MOD13A2_061__1_km_16_days_NDVI_doy2021145000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-05-25,8135.0,-0.108,0.928,"(-0.108,0.928)",0.5116702,0.2544711,0.0647555,0.7351,0.928,0.5805,-0.108,0.29665
MOD13A2_061__1_km_16_days_NDVI_doy2021161000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-06-10,8079.0,-0.1817,0.9064,"(-0.1817,0.9064)",0.4099348,0.2421499,0.0586366,0.6276,0.9064,0.4221,-0.1817,0.18425
MOD13A2_061__1_km_16_days_NDVI_doy2021177000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-06-26,8109.0,-0.1781,0.9858,"(-0.1781,0.9858)",0.4475812,0.2587929,0.0669738,0.7019,0.9858,0.4415,-0.1781,0.2114
MOD13A2_061__1_km_16_days_NDVI_doy2021193000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-07-12,8100.0,-0.1176,0.8969,"(-0.1176,0.8969)",0.3441438,0.2447224,0.059889,0.577875,0.8969,0.28935,-0.1176,0.1184
MOD13A2_061__1_km_16_days_NDVI_doy2021209000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-07-28,8107.0,-0.1521,0.9892,"(-0.1521,0.9892)",0.3286607,0.2090797,0.0437143,0.4883,0.9892,0.2854,-0.1521,0.1542
MOD13A2_061__1_km_16_days_NDVI_doy2021225000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-08-13,8080.0,-0.1939,0.93,"(-0.1939,0.93)",0.3913371,0.2659315,0.0707195,0.64,0.93,0.3655,-0.1939,0.140975
MOD13A2_061__1_km_16_days_NDVI_doy2021241000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-08-29,8097.0,-0.1881,0.9842,"(-0.1881,0.9842)",0.4236865,0.2481619,0.0615843,0.639,0.9842,0.424,-0.1881,0.1999
MOD13A2_061__1_km_16_days_NDVI_doy2021257000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-09-14,8079.0,-0.1222,0.9109,"(-0.1222,0.9109)",0.2420875,0.2192638,0.0480766,0.35095,0.7843,0.1755,-0.1222,0.0618
MOD13A2_061__1_km_16_days_NDVI_doy2021273000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-09-30,8140.0,-0.1821,0.9985,"(-0.1821,0.9985)",0.4437575,0.2623809,0.0688438,0.692925,0.9985,0.43365,-0.1821,0.213675
MOD13A2_061__1_km_16_days_NDVI_doy2021289000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-10-16,8169.0,-0.1844,0.978,"(-0.1844,0.978)",0.4112283,0.2764566,0.0764283,0.6708,0.978,0.4118,-0.1844,0.136
MOD13A2_061__1_km_16_days_NDVI_doy2021305000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-11-01,8114.0,-0.1818,0.9146,"(-0.1818,0.9146)",0.3638429,0.2559143,0.0654921,0.602975,0.9146,0.3164,-0.1818,0.1259
MOD13A2_061__1_km_16_days_NDVI_doy2021321000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-11-17,8116.0,-0.1845,0.9894,"(-0.1845,0.9894)",0.5057082,0.2174035,0.0472643,0.6875,0.9894,0.5512,-0.1452,0.3534
MOD13A2_061__1_km_16_days_NDVI_doy2021337000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-12-03,8065.0,-0.1073,0.7754,"(-0.1073,0.7754)",0.4462554,0.1385206,0.019188,0.5485,0.7754,0.4655,0.0803,0.3612
MOD13A2_061__1_km_16_days_NDVI_doy2021353000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-12-19,8152.0,-0.1378,0.984,"(-0.1378,0.984)",0.4472632,0.1306857,0.0170788,0.537725,0.7868,0.4726,0.1112,0.366275
MOD13A2_061__1_km_16_days_NDVI_doy2022001000000_aid0001,_1_km_16_days_NDVI,aid0001,2022-01-01,8053.0,-0.1843,0.8302,"(-0.1843,0.8302)",0.4333514,0.1364204,0.0186105,0.5278,0.7771,0.4634,0.1104,0.3607
MOD13A2_061__1_km_16_days_NDVI_doy2022017000000_aid0001,_1_km_16_days_NDVI,aid0001,2022-01-17,8154.0,-0.1356,0.9772,"(-0.1356,0.9772)",0.3694881,0.1239909,0.0153737,0.451675,0.6883,0.3881,0.0572,0.293625
MOD13A2_061__1_km_16_days_NDVI_doy2022033000000_aid0001,_1_km_16_days_NDVI,aid0001,2022-02-02,8068.0,-0.0813,0.7256,"(-0.0813,0.7256)",0.2825388,0.1242336,0.015434,0.3595,0.6152,0.27755,-0.0597,0.1888
MOD13A2_061__1_km_16_days_NDVI_doy2022049000000_aid0001,_1_km_16_days_NDVI,aid0001,2022-02-18,8134.0,-0.1259,0.9891,"(-0.1259,0.9891)",0.3115474,0.1571943,0.0247101,0.424775,0.7644,0.3144,-0.1259,0.1974
MOD13A2_061__1_km_16_days_NDVI_doy2022065000000_aid0001,_1_km_16_days_NDVI,aid0001,2022-03-06,8112.0,-0.1006,0.875,"(-0.1006,0.875)",0.2206565,0.1680426,0.0282383,0.3125,0.6374,0.1585,-0.1006,0.0957
