lon,lat,built_up,urban_class,is_urban
6.900146,4.949468,0.0,Rural,0
6.901055,4.949468,0.0,Rural,0
6.901964,4.949468,0.0,Rural,0
6.902872,4.949468,0.0,Rural,0
6.903781,4.949468,0.0,Rural,0
6.90469,4.949468,18.0,Suburban,1
6.905599,4.949468,0.0,Rural,0
6.906508,4.949468,0.0,Rural,0
6.907416,4.949468,0.0,Rural,0
6.908325,4.949468,0.0,Rural,0
6.909234,4.949468,0.0,Rural,0
6.910143,4.949468,0.0,Rural,0
6.911052,4.949468,0.0,Rural,0
6.91196,4.949468,0.0,Rural,0
6.912869,4.949468,0.0,Rural,0
6.913778,4.949468,0.0,Rural,0
6.914687,4.949468,0.0,Rural,0
6.915596,4.949468,0.0,Rural,0
6.916504,4.949468,0.0,Rural,0
6.917413,4.949468,118.0,Suburban,1
6.918322,4.949468,2.0,Suburban,1
6.919231,4.949468,0.0,Rural,0
6.92014,4.949468,0.0,Rural,0
6.921048,4.949468,0.0,Rural,0
6.921957,4.949468,0.0,Rural,0
6.922866,4.949468,5.0,Suburban,1
6.923775,4.949468,413.0,Suburban,1
6.924684,4.949468,413.0,Suburban,1
6.925592,4.949468,1118.0,Urban,1
6.926501,4.949468,1118.0,Urban,1
6.92741,4.949468,2250.0,Urban,1
6.928319,4.949468,3239.0,High Urban,1
6.929228,4.949468,4782.0,High Urban,1
6.930136,4.949468,3535.0,High Urban,1
6.931045,4.949468,3190.0,High Urban,1
6.931954,4.949468,1125.0,Urban,1
6.932863,4.949468,246.0,Suburban,1
6.933772,4.949468,1770.0,Urban,1
6.93468,4.949468,152.0,Suburban,1
6.935589,4.949468,929.0,Urban,1
6.936498,4.949468,929.0,Urban,1
6.937407,4.949468,609.0,Urban,1
6.938316,4.949468,26.0,Suburban,1
6.939224,4.949468,89.0,Suburban,1
6.940133,4.949468,129.0,Suburban,1
6.941042,4.949468,129.0,Suburban,1
6.941951,4.949468,1059.0,Urban,1
6.94286,4.949468,1059.0,Urban,1
6.943768,4.949468,0.0,Rural,0
6.944677,4.949468,0.0,Rural,0
6.945586,4.949468,0.0,Rural,0
6.946495,4.949468,0.0,Rural,0
6.947404,4.949468,0.0,Rural,0
6.948312,4.949468,0.0,Rural,0
6.949221,4.949468,0.0,Rural,0
6.95013,4.949468,0.0,Rural,0
6.951039,4.949468,0.0,Rural,0
6.951948,4.949468,0.0,Rural,0
6.952857,4.949468,0.0,Rural,0
6.953765,4.949468,0.0,Rural,0
6.954674,4.949468,0.0,Rural,0
6.955583,4.949468,0.0,Rural,0
6.956492,4.949468,0.0,Rural,0
6.957401,4.949468,0.0,Rural,0
6.958309,4.949468,0.0,Rural,0
6.959218,4.949468,0.0,Rural,0
6.960127,4.949468,0.0,Rural,0
6.961036,4.949468,0.0,Rural,0
6.961945,4.949468,0.0,Rural,0
6.962853,4.949468,0.0,Rural,0
6.963762,4.949468,12.0,Suburban,1
6.964671,4.949468,0.0,Rural,0
6.96558,4.949468,0.0,Rural,0
6.966489,4.949468,0.0,Rural,0
6.967397,4.949468,0.0,Rural,0
6.968306,4.949468,0.0,Rural,0
6.969215,4.949468,0.0,Rural,0
6.970124,4.949468,0.0,Rural,0
6.971033,4.949468,0.0,Rural,0
6.971941,4.949468,0.0,Rural,0
6.97285,4.949468,0.0,Rural,0
6.973759,4.949468,0.0,Rural,0
6.974668,4.949468,0.0,Rural,0
6.975577,4.949468,0.0,Rural,0
6.976485,4.949468,0.0,Rural,0
6.977394,4.949468,0.0,Rural,0
6.978303,4.949468,0.0,Rural,0
6.979212,4.949468,0.0,Rural,0
6.980121,4.949468,0.0,Rural,0
6.981029,4.949468,0.0,Rural,0
6.981938,4.949468,0.0,Rural,0
6.982847,4.949468,0.0,Rural,0
6.983756,4.949468,0.0,Rural,0
6.984665,4.949468,10.0,Suburban,1
6.985573,4.949468,91.0,Suburban,1
6.986482,4.949468,91.0,Suburban,1
6.987391,4.949468,0.0,Rural,0
6.9883,4.949468,0.0,Rural,0
6.989209,4.949468,0.0,Rural,0
6.990117,4.949468,0.0,Rural,0
6.991026,4.949468,0.0,Rural,0
6.991935,4.949468,3.0,Suburban,1
6.992844,4.949468,3.0,Suburban,1
6.993753,4.949468,966.0,Urban,1
6.994661,4.949468,3716.0,High Urban,1
6.99557,4.949468,740.0,Urban,1
6.996479,4.949468,740.0,Urban,1
6.997388,4.949468,441.0,Suburban,1
6.998297,4.949468,262.0,Suburban,1
6.999205,4.949468,2606.0,High Urban,1
7.000114,4.949468,148.0,Suburban,1
7.001023,4.949468,2113.0,Urban,1
7.001932,4.949468,1456.0,Urban,1
7.002841,4.949468,1150.0,Urban,1
7.003749,4.949468,62.0,Suburban,1
7.004658,4.949468,1089.0,Urban,1
7.005567,4.949468,140.0,Suburban,1
7.006476,4.949468,140.0,Suburban,1
7.007385,4.949468,558.0,Urban,1
7.008293,4.949468,2567.0,High Urban,1
7.009202,4.949468,2452.0,Urban,1
7.010111,4.949468,3371.0,High Urban,1
7.01102,4.949468,2831.0,High Urban,1
7.011929,4.949468,3057.0,High Urban,1
7.012837,4.949468,3488.0,High Urban,1
7.013746,4.949468,4083.0,High Urban,1
7.014655,4.949468,2212.0,Urban,1
7.015564,4.949468,3895.0,High Urban,1
7.016473,4.949468,3895.0,High Urban,1
7.017382,4.949468,4754.0,High Urban,1
7.01829,4.949468,2653.0,High Urban,1
7.019199,4.949468,5160.0,High Urban,1
7.020108,4.949468,2953.0,High Urban,1
7.021017,4.949468,736.0,Urban,1
7.021926,4.949468,2876.0,High Urban,1
7.022834,4.949468,2895.0,High Urban,1
7.023743,4.949468,3827.0,High Urban,1
7.024652,4.949468,3154.0,High Urban,1
7.025561,4.949468,4668.0,High Urban,1
7.02647,4.949468,4668.0,High Urban,1
7.027378,4.949468,3916.0,High Urban,1
7.028287,4.949468,3432.0,High Urban,1
7.029196,4.949468,2493.0,Urban,1
7.030105,4.949468,1499.0,Urban,1
7.031014,4.949468,1801.0,Urban,1
7.031922,4.949468,2533.0,High Urban,1
7.032831,4.949468,1671.0,Urban,1
7.03374,4.949468,2140.0,Urban,1
7.034649,4.949468,2737.0,High Urban,1
7.035558,4.949468,2737.0,High Urban,1
7.036466,4.949468,1656.0,Urban,1
7.037375,4.949468,3583.0,High Urban,1
7.038284,4.949468,169.0,Suburban,1
7.039193,4.949468,0.0,Rural,0
7.040102,4.949468,0.0,Rural,0
7.04101,4.949468,0.0,Rural,0
7.041919,4.949468,0.0,Rural,0
7.042828,4.949468,0.0,Rural,0
7.043737,4.949468,0.0,Rural,0
7.044646,4.949468,0.0,Rural,0
7.045554,4.949468,0.0,Rural,0
7.046463,4.949468,0.0,Rural,0
7.047372,4.949468,0.0,Rural,0
7.048281,4.949468,0.0,Rural,0
7.04919,4.949468,0.0,Rural,0
7.050098,4.949468,0.0,Rural,0
7.051007,4.949468,0.0,Rural,0
7.051916,4.949468,0.0,Rural,0
7.052825,4.949468,0.0,Rural,0
7.053734,4.949468,0.0,Rural,0
7.054642,4.949468,0.0,Rural,0
7.055551,4.949468,0.0,Rural,0
7.05646,4.949468,0.0,Rural,0
7.057369,4.949468,12.0,Suburban,1
7.058278,4.949468,0.0,Rural,0
7.059186,4.949468,0.0,Rural,0
7.060095,4.949468,2.0,Suburban,1
7.061004,4.949468,0.0,Rural,0
7.061913,4.949468,74.0,Suburban,1
7.062822,4.949468,136.0,Suburban,1
7.06373,4.949468,174.0,Suburban,1
7.064639,4.949468,188.0,Suburban,1
7.065548,4.949468,188.0,Suburban,1
7.066457,4.949468,444.0,Suburban,1
7.067366,4.949468,2369.0,Urban,1
7.068274,4.949468,1809.0,Urban,1
7.069183,4.949468,3239.0,High Urban,1
7.070092,4.949468,1940.0,Urban,1
7.071001,4.949468,2467.0,Urban,1
7.07191,4.949468,1389.0,Urban,1
7.072818,4.949468,480.0,Suburban,1
7.073727,4.949468,247.0,Suburban,1
7.074636,4.949468,736.0,Urban,1
7.075545,4.949468,736.0,Urban,1
7.076454,4.949468,1937.0,Urban,1
7.077362,4.949468,1662.0,Urban,1
7.078271,4.949468,2991.0,High Urban,1
7.07918,4.949468,3848.0,High Urban,1
7.080089,4.949468,3126.0,High Urban,1
7.080998,4.949468,4120.0,High Urban,1
7.081906,4.949468,4043.0,High Urban,1
7.082815,4.949468,4225.0,High Urban,1
7.083724,4.949468,4492.0,High Urban,1
7.084633,4.949468,4852.0,High Urban,1
7.085542,4.949468,4852.0,High Urban,1
7.086451,4.949468,5270.0,High Urban,1
7.087359,4.949468,3513.0,High Urban,1
7.088268,4.949468,333.0,Suburban,1
7.089177,4.949468,95.0,Suburban,1
7.090086,4.949468,0.0,Rural,0
7.090995,4.949468,0.0,Rural,0
7.091903,4.949468,0.0,Rural,0
7.092812,4.949468,0.0,Rural,0
7.093721,4.949468,0.0,Rural,0
7.09463,4.949468,0.0,Rural,0
7.095539,4.949468,0.0,Rural,0
7.096447,4.949468,0.0,Rural,0
7.097356,4.949468,0.0,Rural,0
7.098265,4.949468,34.0,Suburban,1
7.099174,4.949468,0.0,Rural,0
6.900146,4.948559,0.0,Rural,0
6.901055,4.948559,0.0,Rural,0
6.901964,4.948559,0.0,Rural,0
6.902872,4.948559,0.0,Rural,0
6.903781,4.948559,2.0,Suburban,1
6.90469,4.948559,884.0,Urban,1
6.905599,4.948559,146.0,Suburban,1
6.906508,4.948559,146.0,Suburban,1
6.907416,4.948559,0.0,Rural,0
6.908325,4.948559,0.0,Rural,0
6.909234,4.948559,0.0,Rural,0
6.910143,4.948559,0.0,Rural,0
6.911052,4.948559,0.0,Rural,0
6.91196,4.948559,0.0,Rural,0
6.912869,4.948559,0.0,Rural,0
6.913778,4.948559,0.0,Rural,0
6.914687,4.948559,0.0,Rural,0
6.915596,4.948559,22.0,Suburban,1
6.916504,4.948559,22.0,Suburban,1
6.917413,4.948559,1.0,Suburban,1
6.918322,4.948559,0.0,Rural,0
6.919231,4.948559,0.0,Rural,0
6.92014,4.948559,0.0,Rural,0
6.921048,4.948559,0.0,Rural,0
6.921957,4.948559,0.0,Rural,0
6.922866,4.948559,230.0,Suburban,1
6.923775,4.948559,3.0,Suburban,1
6.924684,4.948559,70.0,Suburban,1
6.925592,4.948559,70.0,Suburban,1
6.926501,4.948559,70.0,Suburban,1
6.92741,4.948559,1119.0,Urban,1
6.928319,4.948559,2259.0,Urban,1
6.929228,4.948559,2784.0,High Urban,1
6.930136,4.948559,986.0,Urban,1
6.931045,4.948559,1847.0,Urban,1
6.931954,4.948559,2334.0,Urban,1
6.932863,4.948559,2597.0,High Urban,1
6.933772,4.948559,438.0,Suburban,1
6.93468,4.948559,2731.0,High Urban,1
6.935589,4.948559,2713.0,High Urban,1
6.936498,4.948559,2713.0,High Urban,1
6.937407,4.948559,329.0,Suburban,1
6.938316,4.948559,1846.0,Urban,1
6.939224,4.948559,1127.0,Urban,1
6.940133,4.948559,140.0,Suburban,1
6.941042,4.948559,230.0,Suburban,1
6.941951,4.948559,120.0,Suburban,1
6.94286,4.948559,461.0,Suburban,1
6.943768,4.948559,0.0,Rural,0
6.944677,4.948559,0.0,Rural,0
6.945586,4.948559,0.0,Rural,0
6.946495,4.948559,0.0,Rural,0
6.947404,4.948559,276.0,Suburban,1
6.948312,4.948559,191.0,Suburban,1
6.949221,4.948559,0.0,Rural,0
6.95013,4.948559,0.0,Rural,0
6.951039,4.948559,0.0,Rural,0
6.951948,4.948559,0.0,Rural,0
6.952857,4.948559,0.0,Rural,0
6.953765,4.948559,0.0,Rural,0
6.954674,4.948559,0.0,Rural,0
6.955583,4.948559,0.0,Rural,0
6.956492,4.948559,0.0,Rural,0
6.957401,4.948559,0.0,Rural,0
6.958309,4.948559,0.0,Rural,0
6.959218,4.948559,0.0,Rural,0
6.960127,4.948559,0.0,Rural,0
6.961036,4.948559,0.0,Rural,0
6.961945,4.948559,0.0,Rural,0
6.962853,4.948559,0.0,Rural,0
6.963762,4.948559,0.0,Rural,0
6.964671,4.948559,0.0,Rural,0
6.96558,4.948559,0.0,Rural,0
6.966489,4.948559,0.0,Rural,0
6.967397,4.948559,0.0,Rural,0
6.968306,4.948559,0.0,Rural,0
6.969215,4.948559,0.0,Rural,0
6.970124,4.948559,0.0,Rural,0
6.971033,4.948559,0.0,Rural,0
6.971941,4.948559,0.0,Rural,0
6.97285,4.948559,0.0,Rural,0
6.973759,4.948559,0.0,Rural,0
6.974668,4.948559,0.0,Rural,0
6.975577,4.948559,0.0,Rural,0
6.976485,4.948559,0.0,Rural,0
6.977394,4.948559,0.0,Rural,0
6.978303,4.948559,0.0,Rural,0
6.979212,4.948559,0.0,Rural,0
6.980121,4.948559,0.0,Rural,0
6.981029,4.948559,0.0,Rural,0
6.981938,4.948559,0.0,Rural,0
6.982847,4.948559,0.0,Rural,0
6.983756,4.948559,0.0,Rural,0
6.984665,4.948559,0.0,Rural,0
6.985573,4.948559,0.0,Rural,0
6.986482,4.948559,0.0,Rural,0
6.987391,4.948559,0.0,Rural,0
6.9883,4.948559,0.0,Rural,0
6.989209,4.948559,0.0,Rural,0
6.990117,4.948559,0.0,Rural,0
6.991026,4.948559,40.0,Suburban,1
6.991935,4.948559,272.0,Suburban,1
6.992844,4.948559,1438.0,Urban,1
6.993753,4.948559,2511.0,High Urban,1
6.994661,4.948559,3251.0,High Urban,1
6.99557,4.948559,1878.0,Urban,1
6.996479,4.948559,1878.0,Urban,1
6.997388,4.948559,2154.0,Urban,1
6.998297,4.948559,103.0,Suburban,1
6.999205,4.948559,1799.0,Urban,1
7.000114,4.948559,360.0,Suburban,1
7.001023,4.948559,3296.0,High Urban,1
7.001932,4.948559,2286.0,Urban,1
7.002841,4.948559,479.0,Suburban,1
7.003749,4.948559,1346.0,Urban,1
7.004658,4.948559,3283.0,High Urban,1
7.005567,4.948559,1831.0,Urban,1
7.006476,4.948559,1831.0,Urban,1
7.007385,4.948559,130.0,Suburban,1
7.008293,4.948559,2326.0,Urban,1
7.009202,4.948559,3867.0,High Urban,1
7.010111,4.948559,3076.0,High Urban,1
7.01102,4.948559,3945.0,High Urban,1
7.011929,4.948559,5527.0,High Urban,1
7.012837,4.948559,4653.0,High Urban,1
7.013746,4.948559,6280.0,High Urban,1
7.014655,4.948559,4099.0,High Urban,1
7.015564,4.948559,2726.0,High Urban,1
7.016473,4.948559,2726.0,High Urban,1
7.017382,4.948559,2218.0,Urban,1
7.01829,4.948559,1107.0,Urban,1
7.019199,4.948559,1928.0,Urban,1
7.020108,4.948559,1221.0,Urban,1
7.021017,4.948559,1237.0,Urban,1
7.021926,4.948559,1657.0,Urban,1
7.022834,4.948559,1216.0,Urban,1
7.023743,4.948559,1139.0,Urban,1
7.024652,4.948559,2150.0,Urban,1
7.025561,4.948559,2271.0,Urban,1
7.02647,4.948559,2271.0,Urban,1
7.027378,4.948559,2468.0,Urban,1
7.028287,4.948559,2672.0,High Urban,1
7.029196,4.948559,2375.0,Urban,1
7.030105,4.948559,62.0,Suburban,1
7.031014,4.948559,2507.0,High Urban,1
7.031922,4.948559,2525.0,High Urban,1
7.032831,4.948559,1975.0,Urban,1
7.03374,4.948559,2653.0,High Urban,1
7.034649,4.948559,1704.0,Urban,1
7.035558,4.948559,1273.0,Urban,1
7.036466,4.948559,1273.0,Urban,1
7.037375,4.948559,828.0,Urban,1
7.038284,4.948559,163.0,Suburban,1
7.039193,4.948559,29.0,Suburban,1
7.040102,4.948559,0.0,Rural,0
7.04101,4.948559,0.0,Rural,0
7.041919,4.948559,0.0,Rural,0
7.042828,4.948559,0.0,Rural,0
7.043737,4.948559,0.0,Rural,0
7.044646,4.948559,0.0,Rural,0
7.045554,4.948559,0.0,Rural,0
7.046463,4.948559,0.0,Rural,0
7.047372,4.948559,0.0,Rural,0
7.048281,4.948559,0.0,Rural,0
7.04919,4.948559,0.0,Rural,0
7.050098,4.948559,0.0,Rural,0
7.051007,4.948559,0.0,Rural,0
7.051916,4.948559,0.0,Rural,0
7.052825,4.948559,0.0,Rural,0
7.053734,4.948559,0.0,Rural,0
7.054642,4.948559,0.0,Rural,0
7.055551,4.948559,0.0,Rural,0
7.05646,4.948559,0.0,Rural,0
7.057369,4.948559,12.0,Suburban,1
7.058278,4.948559,0.0,Rural,0
7.059186,4.948559,0.0,Rural,0
7.060095,4.948559,60.0,Suburban,1
7.061004,4.948559,0.0,Rural,0
7.061913,4.948559,0.0,Rural,0
7.062822,4.948559,154.0,Suburban,1
7.06373,4.948559,380.0,Suburban,1
7.064639,4.948559,263.0,Suburban,1
7.065548,4.948559,263.0,Suburban,1
7.066457,4.948559,592.0,Urban,1
7.067366,4.948559,618.0,Urban,1
7.068274,4.948559,721.0,Urban,1
7.069183,4.948559,643.0,Urban,1
7.070092,4.948559,871.0,Urban,1
7.071001,4.948559,465.0,Suburban,1
7.07191,4.948559,462.0,Suburban,1
7.072818,4.948559,3.0,Suburban,1
7.073727,4.948559,660.0,Urban,1
7.074636,4.948559,1296.0,Urban,1
7.075545,4.948559,1296.0,Urban,1
7.076454,4.948559,1659.0,Urban,1
7.077362,4.948559,1432.0,Urban,1
7.078271,4.948559,1800.0,Urban,1
7.07918,4.948559,2749.0,High Urban,1
7.080089,4.948559,2908.0,High Urban,1
7.080998,4.948559,3581.0,High Urban,1
7.081906,4.948559,4822.0,High Urban,1
7.082815,4.948559,4801.0,High Urban,1
7.083724,4.948559,4511.0,High Urban,1
7.084633,4.948559,2769.0,High Urban,1
7.085542,4.948559,2769.0,High Urban,1
7.086451,4.948559,4486.0,High Urban,1
7.087359,4.948559,4401.0,High Urban,1
7.088268,4.948559,147.0,Suburban,1
7.089177,4.948559,11.0,Suburban,1
7.090086,4.948559,1.0,Suburban,1
7.090995,4.948559,0.0,Rural,0
7.091903,4.948559,0.0,Rural,0
7.092812,4.948559,0.0,Rural,0
7.093721,4.948559,0.0,Rural,0
7.09463,4.948559,0.0,Rural,0
7.095539,4.948559,0.0,Rural,0
7.096447,4.948559,0.0,Rural,0
7.097356,4.948559,0.0,Rural,0
7.098265,4.948559,0.0,Rural,0
7.099174,4.948559,0.0,Rural,0
6.900146,4.947651,0.0,Rural,0
6.901055,4.947651,0.0,Rural,0
6.901964,4.947651,13.0,Suburban,1
6.902872,4.947651,215.0,Suburban,1
6.903781,4.947651,9.0,Suburban,1
6.90469,4.947651,1218.0,Urban,1
6.905599,4.947651,147.0,Suburban,1
6.906508,4.947651,147.0,Suburban,1
6.907416,4.947651,0.0,Rural,0
6.908325,4.947651,0.0,Rural,0
6.909234,4.947651,0.0,Rural,0
6.910143,4.947651,0.0,Rural,0
6.911052,4.947651,0.0,Rural,0
6.91196,4.947651,0.0,Rural,0
6.912869,4.947651,0.0,Rural,0
6.913778,4.947651,0.0,Rural,0
6.914687,4.947651,0.0,Rural,0
6.915596,4.947651,73.0,Suburban,1
6.916504,4.947651,73.0,Suburban,1
6.917413,4.947651,4.0,Suburban,1
6.918322,4.947651,0.0,Rural,0
6.919231,4.947651,0.0,Rural,0
6.92014,4.947651,0.0,Rural,0
6.921048,4.947651,0.0,Rural,0
6.921957,4.947651,0.0,Rural,0
6.922866,4.947651,104.0,Suburban,1
6.923775,4.947651,2.0,Suburban,1
6.924684,4.947651,12.0,Suburban,1
6.925592,4.947651,219.0,Suburban,1
6.926501,4.947651,219.0,Suburban,1
6.92741,4.947651,2310.0,Urban,1
6.928319,4.947651,2611.0,High Urban,1
6.929228,4.947651,2272.0,Urban,1
6.930136,4.947651,2417.0,Urban,1
6.931045,4.947651,3342.0,High Urban,1
6.931954,4.947651,1621.0,Urban,1
6.932863,4.947651,1344.0,Urban,1
6.933772,4.947651,1417.0,Urban,1
6.93468,4.947651,3184.0,High Urban,1
6.935589,4.947651,4416.0,High Urban,1
6.936498,4.947651,4416.0,High Urban,1
6.937407,4.947651,955.0,Urban,1
6.938316,4.947651,94.0,Suburban,1
6.939224,4.947651,94.0,Suburban,1
6.940133,4.947651,0.0,Rural,0
6.941042,4.947651,388.0,Suburban,1
6.941951,4.947651,388.0,Suburban,1
6.94286,4.947651,158.0,Suburban,1
6.943768,4.947651,0.0,Rural,0
6.944677,4.947651,0.0,Rural,0
6.945586,4.947651,0.0,Rural,0
6.946495,4.947651,0.0,Rural,0
6.947404,4.947651,0.0,Rural,0
6.948312,4.947651,0.0,Rural,0
6.949221,4.947651,0.0,Rural,0
6.95013,4.947651,0.0,Rural,0
6.951039,4.947651,0.0,Rural,0
6.951948,4.947651,0.0,Rural,0
6.952857,4.947651,0.0,Rural,0
6.953765,4.947651,0.0,Rural,0
6.954674,4.947651,0.0,Rural,0
6.955583,4.947651,0.0,Rural,0
6.956492,4.947651,0.0,Rural,0
6.957401,4.947651,0.0,Rural,0
6.958309,4.947651,0.0,Rural,0
6.959218,4.947651,0.0,Rural,0
6.960127,4.947651,0.0,Rural,0
6.961036,4.947651,0.0,Rural,0
6.961945,4.947651,0.0,Rural,0
6.962853,4.947651,0.0,Rural,0
6.963762,4.947651,0.0,Rural,0
6.964671,4.947651,0.0,Rural,0
6.96558,4.947651,0.0,Rural,0
6.966489,4.947651,0.0,Rural,0
6.967397,4.947651,0.0,Rural,0
6.968306,4.947651,0.0,Rural,0
6.969215,4.947651,0.0,Rural,0
6.970124,4.947651,0.0,Rural,0
6.971033,4.947651,0.0,Rural,0
6.971941,4.947651,0.0,Rural,0
6.97285,4.947651,0.0,Rural,0
6.973759,4.947651,0.0,Rural,0
6.974668,4.947651,0.0,Rural,0
6.975577,4.947651,0.0,Rural,0
6.976485,4.947651,0.0,Rural,0
6.977394,4.947651,0.0,Rural,0
6.978303,4.947651,0.0,Rural,0
6.979212,4.947651,0.0,Rural,0
6.980121,4.947651,0.0,Rural,0
6.981029,4.947651,0.0,Rural,0
6.981938,4.947651,0.0,Rural,0
6.982847,4.947651,0.0,Rural,0
6.983756,4.947651,0.0,Rural,0
6.984665,4.947651,0.0,Rural,0
6.985573,4.947651,0.0,Rural,0
6.986482,4.947651,0.0,Rural,0
6.987391,4.947651,0.0,Rural,0
6.9883,4.947651,0.0,Rural,0
6.989209,4.947651,0.0,Rural,0
6.990117,4.947651,0.0,Rural,0
6.991026,4.947651,26.0,Suburban,1
6.991935,4.947651,1264.0,Urban,1
6.992844,4.947651,1738.0,Urban,1
6.993753,4.947651,863.0,Urban,1
6.994661,4.947651,645.0,Urban,1
6.99557,4.947651,2335.0,Urban,1
6.996479,4.947651,2335.0,Urban,1
6.997388,4.947651,863.0,Urban,1
6.998297,4.947651,931.0,Urban,1
6.999205,4.947651,164.0,Suburban,1
7.000114,4.947651,783.0,Urban,1
7.001023,4.947651,2102.0,Urban,1
7.001932,4.947651,2017.0,Urban,1
7.002841,4.947651,2616.0,High Urban,1
7.003749,4.947651,3638.0,High Urban,1
7.004658,4.947651,1921.0,Urban,1
7.005567,4.947651,950.0,Urban,1
7.006476,4.947651,950.0,Urban,1
7.007385,4.947651,915.0,Urban,1
7.008293,4.947651,550.0,Urban,1
7.009202,4.947651,1157.0,Urban,1
7.010111,4.947651,1151.0,Urban,1
7.01102,4.947651,5160.0,High Urban,1
7.011929,4.947651,4504.0,High Urban,1
7.012837,4.947651,4904.0,High Urban,1
7.013746,4.947651,4128.0,High Urban,1
7.014655,4.947651,2773.0,High Urban,1
7.015564,4.947651,1407.0,Urban,1
7.016473,4.947651,1407.0,Urban,1
7.017382,4.947651,996.0,Urban,1
7.01829,4.947651,1021.0,Urban,1
7.019199,4.947651,23.0,Suburban,1
7.020108,4.947651,1002.0,Urban,1
7.021017,4.947651,3130.0,High Urban,1
7.021926,4.947651,3489.0,High Urban,1
7.022834,4.947651,1881.0,Urban,1
7.023743,4.947651,3383.0,High Urban,1
7.024652,4.947651,3216.0,High Urban,1
7.025561,4.947651,3467.0,High Urban,1
7.02647,4.947651,3467.0,High Urban,1
7.027378,4.947651,724.0,Urban,1
7.028287,4.947651,2727.0,High Urban,1
7.029196,4.947651,2715.0,High Urban,1
7.030105,4.947651,372.0,Suburban,1
7.031014,4.947651,1200.0,Urban,1
7.031922,4.947651,140.0,Suburban,1
7.032831,4.947651,203.0,Suburban,1
7.03374,4.947651,1619.0,Urban,1
7.034649,4.947651,937.0,Urban,1
7.035558,4.947651,1472.0,Urban,1
7.036466,4.947651,1472.0,Urban,1
7.037375,4.947651,179.0,Suburban,1
7.038284,4.947651,179.0,Suburban,1
7.039193,4.947651,0.0,Rural,0
7.040102,4.947651,0.0,Rural,0
7.04101,4.947651,0.0,Rural,0
7.041919,4.947651,0.0,Rural,0
7.042828,4.947651,0.0,Rural,0
7.043737,4.947651,0.0,Rural,0
7.044646,4.947651,0.0,Rural,0
7.045554,4.947651,0.0,Rural,0
7.046463,4.947651,0.0,Rural,0
7.047372,4.947651,0.0,Rural,0
7.048281,4.947651,0.0,Rural,0
7.04919,4.947651,0.0,Rural,0
7.050098,4.947651,0.0,Rural,0
7.051007,4.947651,0.0,Rural,0
7.051916,4.947651,0.0,Rural,0
7.052825,4.947651,0.0,Rural,0
7.053734,4.947651,0.0,Rural,0
7.054642,4.947651,0.0,Rural,0
7.055551,4.947651,0.0,Rural,0
7.05646,4.947651,0.0,Rural,0
7.057369,4.947651,0.0,Rural,0
7.058278,4.947651,0.0,Rural,0
7.059186,4.947651,0.0,Rural,0
7.060095,4.947651,0.0,Rural,0
7.061004,4.947651,0.0,Rural,0
7.061913,4.947651,0.0,Rural,0
7.062822,4.947651,25.0,Suburban,1
7.06373,4.947651,1.0,Suburban,1
7.064639,4.947651,779.0,Urban,1
7.065548,4.947651,779.0,Urban,1
7.066457,4.947651,316.0,Suburban,1
7.067366,4.947651,284.0,Suburban,1
7.068274,4.947651,709.0,Urban,1
7.069183,4.947651,749.0,Urban,1
7.070092,4.947651,276.0,Suburban,1
7.071001,4.947651,24.0,Suburban,1
7.07191,4.947651,293.0,Suburban,1
7.072818,4.947651,819.0,Urban,1
7.073727,4.947651,396.0,Suburban,1
7.074636,4.947651,38.0,Suburban,1
7.075545,4.947651,38.0,Suburban,1
7.076454,4.947651,457.0,Suburban,1
7.077362,4.947651,1600.0,Urban,1
7.078271,4.947651,2674.0,High Urban,1
7.07918,4.947651,2402.0,Urban,1
7.080089,4.947651,2506.0,High Urban,1
7.080998,4.947651,3817.0,High Urban,1
7.081906,4.947651,4376.0,High Urban,1
7.082815,4.947651,4269.0,High Urban,1
7.083724,4.947651,4399.0,High Urban,1
7.084633,4.947651,468.0,Suburban,1
7.085542,4.947651,468.0,Suburban,1
7.086451,4.947651,3151.0,High Urban,1
7.087359,4.947651,5638.0,High Urban,1
7.088268,4.947651,3586.0,High Urban,1
7.089177,4.947651,2565.0,High Urban,1
7.090086,4.947651,227.0,Suburban,1
7.090995,4.947651,8.0,Suburban,1
7.091903,4.947651,0.0,Rural,0
7.092812,4.947651,0.0,Rural,0
7.093721,4.947651,0.0,Rural,0
7.09463,4.947651,0.0,Rural,0
7.095539,4.947651,0.0,Rural,0
7.096447,4.947651,0.0,Rural,0
7.097356,4.947651,0.0,Rural,0
7.098265,4.947651,0.0,Rural,0
7.099174,4.947651,0.0,Rural,0
6.900146,4.946742,0.0,Rural,0
6.901055,4.946742,0.0,Rural,0
6.901964,4.946742,0.0,Rural,0
6.902872,4.946742,298.0,Suburban,1
6.903781,4.946742,1171.0,Urban,1
6.90469,4.946742,188.0,Suburban,1
6.905599,4.946742,0.0,Rural,0
6.906508,4.946742,0.0,Rural,0
6.907416,4.946742,0.0,Rural,0
6.908325,4.946742,0.0,Rural,0
6.909234,4.946742,0.0,Rural,0
6.910143,4.946742,0.0,Rural,0
6.911052,4.946742,0.0,Rural,0
6.91196,4.946742,0.0,Rural,0
6.912869,4.946742,0.0,Rural,0
6.913778,4.946742,0.0,Rural,0
6.914687,4.946742,0.0,Rural,0
